 rahogI	 raha
 takarAez	 takarA
 CalakA	 CalakA
 pahacAnoge	 pahacAna
 para - reKA	 para - reKA
 JallAwe	 JallA
 hEM - yA	 hE - yA
 meM - janavarI	 meM - janavarI
 hazsIM	 hazsa
 acakacAwe	 acakacA
 xeKeM - Ora	 xeKa - Ora
 xularAyA	 xularA
 wuma - wuma	 wU - wU
 PodZUzgA	 PodZa
 mAPZI	 mAPZI
 svIkArI	 svIkAra
 sarakI	 saraka
 PAdZanA	 PAdZa
 woyaM	 woyaM
 hE - samuxra	 hE - samuxra
 masala	 masala
 soKawA	 soKa
 sanakara	 sana
 hEM - Sabxa	 hE - Sabxa
 CAye	 CA
 Ke	 Ke
 hadZapawe	 hadZapa
 rukUzgA	 ruka
 raMgane	 raMga
 mEM - mEM	 mEM - mEM
 WI - usa	 WA - vaha
 xiyA - balki	 xiyA - balki
 Xula - Xulakara	 Xula - Xula
 hanwi	 hanwi
 paCAdZakara	 paCAdZa
 pakAkara	 pakA
 Jara - Jara	 Jara - Jara
 xeKie - Apako	 xeKa - Apa
 calegA - jo	 cala - jo
 batA	 batA
 piyUzgI	 pI
 WA - Ese	 WA - Ese
 WI - mEM	 WA - mEM
 meM - para	 meM - para
 BatakanA	 Bataka
 sunxarawara	 sunxarawara
 cunacunA	 cunacunA
 mApane	 mApa
 kiyA - yahAz	 kara - yahAz
 WA - mere	 WA - merA
 ubalakara	 ubala
 BugawAI	 BugawA
 uKadZavA	 uKadZavA
 PuzPakAra - sI	 PuzPakAra - sI
 xewA - Ora	 xe - Ora
 hE - apanI	 hE - apanA
 bokara	 bo
 huI - usane	 ho - usanA
 timatimA	 timatimA
 BidZa	 BidZa
 hEM - mEM - wuma	 hE - mEM - wU
 tikAkara	 tikA
 uJakakara	 uJaka
 tAloge	 tAla
 lagA - kyoMki	 lagA - kyoMki
 mAzgegA - koI	 mAzga - koI
 gAdZo	 gAdZa
 wo - ekAeka	 wo - ekAeka
 WI - kevala	 WA - kevala
 KAyA - piyA	 KA - piyA
 samAwIM	 samA
 xeM - xeMgI	 xe - xe
 paWarAyI	 paWarA
 KelanI	 Kela
 roegI	 ro
 xeKawA - manamAne	 xeKa - manamAnA
 mAzgogI	 mAzga
 KojUzgA	 Koja
 huA - mere	 ho - merA
 pAez	 pA
 Bexakara	 Bexa
 azXiyAre	 azXiyArA
 cabavAezge	 cabavA
 lage - lage	 lagA - lagA
 karece	 karece
 sakucAyA	 sakucA
 tahalA	 tahalA
 bune	 buna
 pahuzcAwI	 pahuzcA
 CuAwe	 CuA
 jutAne	 jutA
 Kisakane	 Kisaka
 pIoge	 pIoge
 AyA - na	 AyA - na
 sIKakara	 sIKa
 samaJanevAle - yA	 samaJa - yA
 KoxI	 Koxa
 Koxa - KAxakara	 Koxa - KAxakara
 Koxe	 Koxa
 KatakAne	 KatakA
 dAlUz - kyoMki	 dAla - kyoMki
 GirawI	 Gira
 rahoge - Ora	 raha - Ora
 hE - usake	 hE - usaka
 xiKAnevAlI	 xiKA
 hUz - usake	 hE - usaka
 ladZavAUz	 ladZavA
 socawe - se	 soca - se
 WA - Ora	 WA - Ora
 gUzWawA	 gUzWa
 ogA	 ogA
 ladZane - JagadZane	 ladZa - JagadZa
 sWApiwa - prakata - ho	 sWApiwa - prakata - ho
 nahIM - aXika	 nahIM - aXika
 AveMgI	 AveMgI
 hE - be - mawalaba	 hE - be - mawalaba
 karAiye	 karA
 barawanA	 barawa
 sarakA	 sarakA
 PAdZane	 PAdZa
 karoxapAm	 karoxapAm
 bigadZegI - Pira	 bigadZa - Pira
 Uba - dUba	 Uba - dUba
 uCala - uCala	 uCala - uCala
 kare - kuCa	 kara - kuCa
 nikalanA - svayaM	 nikala - svayaM
 manAegA	 manA
 suniye	 suniye
 PAdZA	 PAdZa
 uGadZA	 uGadZA
 sakawa	 sakawa
 atakawI	 ataka
 dUbegA	 dUba
 sOMpane	 sOMpa
 KowI	 Ko
 karAdZe	 karAdZe
 wodZanI	 wodZa
 xeKegI - vaha	 xeKa - vaha
 JuzJalAwA	 JuzJalA
 uCatawe	 uCata
 merI - xeKo	 merA - xeKo
 pahuzcAoge	 pahuzcA
 hEM - hamAre	 hE - mEM
 karawe - mEMne	 karawA - mEM
 Wapakawe	 Wapaka
 xuha	 xuha
 hicakicAyA	 hicakicA
 xeKAne	 xeKA
 PUzka - PUzka	 PUzka - PUzka
 milanA - wumheM	 mila - wU
 suJAwI	 suJA
 suJAwe	 suJA
 xeKa - Bara	 xeKa - Bara
 lacakawe	 lacaka
 uTavAnA	 uTavA
 bacogI	 baca
 Telakara	 Tela
 bAzXanevAle	 bAzXa
 bAzXanevAlI	 bAzXa
 kI - jAne	 kA - jAna
 hazso	 hazsa
 hogA - yaxyapi	 ho - yaxyapi
 pakadZAwe	 pakadZA
 JuzJalAe	 JuzJalA
 womAye	 womAye
 mAzjegA	 mAzja
 Girane	 Gira
 hE - Apa	 hE - Apa
 jalAez	 jalA
 hE - kAPI	 hE - kAPI
 kahAz - jA	 kahAz - jA
 JallAwA	 JallA
 caDZane - uwaranevAlI	 caDZa - uwara
 hE - Aja	 hE - Aja
 tahalanA	 tahala
 judZA	 judZA
 bulAiye	 bulA
 kariye	 kara
 xoharAnA	 xoharA
 mudZane	 mudZa
 jAnawA - jAnanevAlI	 jAna - jAna
 tUta - sI	 tUta - sI
 hogI - xeKie	 ho - xeKa
 KolegA	 Kola
 ragexegA	 ragexa
 cUsawA	 cUsa
 kamAo	 kamA
 BAgUz	 BAga
 liKA - unheM	 liKA - vaha
 pAnevAlA	 pA
 XazsawA	 Xazsa
 hUz - WA	 hE - WA
 cOMkAne	 cOMkA
 kare - vaha	 kara - vaha
 gAez - BEMseM	 gA - BEMsa
 sakawA - Ora	 sakawA - Ora
 biwAyI	 biwA
 bahakawI	 bahaka
 AyA - usane	 AyA - usanA
 pawaJAra	 pawaJAra
 Azka	 Azka
 dAlakara - apane	 dAla - apanA
 cunawA	 cuna
 gUzjA	 gUzja
 AGAwe	 AGAwe
 hoUz - muJe	 ho - mEM
 udZAyIM	 udZA
 lAveMge	 lA
 JakaJorI	 JakaJora
 karUzgI - kala	 kara - kala
 maMdarAwe	 maMdarA
 JakaJore	 JakaJora
 uBare	 uBarA
 BijavAI	 BijavA
 liKa - paDZa	 liKa - paDZa
 hatawI - sI	 hata - sI
 xuharAyI	 xuharAyA
 hUz - pahale	 hE - pahale
 Aye - para	 A - para
 mudZa	 mudZa
 karUz - KZuxa	 kara - KZuxa
 hE - jAo	 hE - jA
 hooge	 ho
 WI - wuma	 WA - wU
 wuwalAwI	 wuwalA
 wumheM - bacAnA	 wU - bacA
 cala - hI - cala	 cala - hI - cala
 latakAUzgA	 latakA
 KadZakAye	 KadZakA
 uKadZe - uKadZe	 uKadZA - uKadZA
 cale - usase	 calA - vaha
 BarrAe	 BarrA
 KilawI	 Kila
 timatimAne	 timatimA
 sazvArawA	 sazvAra
 curAye	 curA
 kADZakara	 kADZa
 kurexa - kurexakara	 kurexa - kurexa
 lAiye	 lA
 hAzkawA	 hAzka
 sazvArawI	 sazvAra
 rukawe - na-rukawe	 ruka - na-rukawe
 mIce	 mIca
 huA - eka	 ho - eka
 BulAwA	 BulA
 gAwI - sI	 gA - sI
 udZAez - vaha	 udZA - vaha
 hE - mere	 hE - merA
 kiyA - nIle	 kara - nIlA
 XamakawI	 Xamaka
 pAKAne	 pAKAnA
 xoharA	 xoharA
 Caztakara	 Cazta
 pahAdZAz	 pahAdZAz
 liKa - liKAkara	 liKa - liKA
 sulaJAkara	 sulaJA
 aXaKule	 aXaKulA
 Toka	 Toka
 xularA	 xularA
 jAnA - merA	 jAna - merA
 mazgAkara	 mazgA
 cOMkogI	 cOMka
 ciDZAwe - ciDZAwe	 ciDZA - ciDZA
 jagAUzgI	 jagA
 paDZAyI	 paDZA
 xularAwe	 xularA
 Wirakakara	 Wiraka
 WodZA - WodZA	 WodZA - WodZA
 rahe - yA	 raha - yA
 AwA - vApasa	 A - vApasa
 hogA - gaMgA	 ho - gaMgA
 daroge	 dara
 hoMge - na	 ho - na
 GirawA	 Gira
 xilavAe	 xilavA
 guzWA	 guzWA
 xeKegA - mere	 xeKa - merA
 kurexa	 kurexa
 cukAye	 cukA
 jawAwA	 jawA
 bawAegA	 bawA
 rOMxane	 rOMxa
 darAne	 darA
 WI - jisa	 WA - jo
 bajawA	 baja
 pahane - pahane	 pahana - pahana
 bulAlo	 bulAlo
 TaharAwA	 TaharA
 lage - sahasA	 lagA - sahasA
 SAyaxa - na	 SAyaxa - na
 GumAe	 GumA
 rahe - iwanA	 raha - iwanA
 huI - Ora	 ho - Ora
 bace - Kuce	 bacA - Kuce
 bAzXanevAlA	 bAzXa
 pakawe	 paka
 siKAUzgI	 siKA
 liyA - ki	 le - ki
 BIca	 BIca
 BUlA	 BUlA
 dUba - uwarA	 dUba - uwarA
 TukarAUzgA	 TukarA
 ukadZU	 ukadZU
 jutAye	 jutA
 AegA - xo - eka	 A - xo - eka
 kuCa - lekina	 kuCa - lekina
 kala - nahIM	 kala - nahIM
 mazgavAwe	 mazgavA
 pilAwe	 pilA
 piseM	 pisa
 KaxedZe	 KaxedZa
 ulaJa - sI	 ulaJa - sI
 WA - use	 WA - vaha
 hogI - aBI	 ho - aBI
 racegA	 raca
 cOMXiyAyI	 cOMXiyA
 AUzgI - jalxI	 A - jalxI
 lIpA	 lIpa
 xeM - vaha	 xe - vaha
 WA - mAno	 WA - mAno
 ulaJawe - ladZaKadZAwe	 ulaJa - ladZaKadZA
 ulAzGawe	 ulAzGawe
 mAnoM	 mAnoM
 GumAwI	 GumA
 JakaJorawA	 JakaJora
 nahAye	 nahA
 paDZegI	 paDZa
 Jarane	 JaranA
 nuca	 nuca
 howI - vEsA	 ho - vEsA
 uwaravAne	 uwaravA
 hE - waba	 hE - waba
 hogA - SAyaxa	 ho - SAyaxa
 laPazgA	 laPazgA
 xuharAoge	 xuharA
 xAxA	 xAxA
 judZAkara	 judZA
 PatawA	 Pata
 gira - girakara	 gira - gira
 mitakara	 mita
 hE - kahanA	 hE - kahanA
 uDZakA	 uDZakA
 aGaCipA	 aGaCipA
 atakAkara	 atakA
 jAnA - kqwajFa	 jAna - kqwajFa
 umadZanA	 umadZa
 palakeM	 palaka
 karAhawA	 karAhawA
 lUzgI - me	 le - me
 kAtegA	 kAta
 paDZI - sunI	 paDZA - suna
 mEM - wumase	 mEM - wumasA
 DAlane	 DAla
 apalaka	 apalaka
 karawA - merA	 karawA - merA
 Gulakara	 Gula
 sakawI - yahAz	 saka - yahAz
 padZanI	 padZa
 uGadZI	 uGadZA
 sikudZa	 sikudZa
 jZarUra	 jZarUra
 KojaneM	 Koja
 siharawA	 sihara
 Koja - Kojakara	 Koja - Koja
 hE - jEse	 hE - jEse
 sakawI - mEM	 saka - mEM
 gireMgI	 gira
 hogI - EsI	 ho - EsA
 wirawe	 wira
 karane - sA	 kara - sA
 wirawI	 wira
 huA - para	 ho - para
 maMdarAegI	 maMdarA
 raKanA - BUlanA	 raKa - BUla
 uwaranI	 uwara
 cahakanA	 cahaka
 hE - ekaxama	 hE - ekaxama
 GaharAwA	 GaharA
 baDZIM	 baDZa
 hEM - unake	 hE - vaha
 hE - jo	 hE - jo
 BIMcawI	 BIMca
 KaxedZA	 KaxedZa
 xiyA - wumhAre	 xiyA - wU
 oDZane	 oDZanA
 byAhanA	 byAha
 xiKe	 xiKa
 pukAra - sI	 pukAra - sI
 PabawA	 Paba
 KoxUzgA	 Koxa
 hila - dula	 hila - dula
 BugawA	 BugawA
 xIKawA - na	 xIKawA - na
 dAlUzgI - yahI	 dAla - yahI
 xIKanA	 xIKanA
 sAlawA	 sAla
 raKUzgA - wumhIM	 raKa - wU
 badZA	 badZA
 lOtAyI	 lOtAyA
 hazsawA - KelawA	 hazsawA - Kela
 uDZakAe	 uDZakA
 KisakI	 KisakA
 tera	 tera
 jadZA	 jadZA
 lagA - kahIM	 lagA - kahIM
 WI - sahasA	 WA - sahasA
 kasawI	 kasa
 hogA - vEse	 ho - vEse
 kare - yA	 kara - yA
 lAzGawe	 lAzGa
 Jilamila	 Jilamila
 xeKA - iwanI	 xeKA - iwanI
 ulaJane	 ulaJa
 AyA - PUla	 AyA - PUla
 simatawA	 simata
 kulabulA	 kulabulA
 xeKe - hemenxra	 xeKa - hemenxra
 biwAyeMge	 biwA
 AyA - snigXa	 AyA - snigXa
 pahinAe	 pahinAe
 kahAz - Ora	 kahAz - Ora
 baraseMge	 barasa
 kvAzre	 kvAzrA
 jAezge - balki	 jA - balki
 pitawe	 pita
 bawAezge	 bawA
 banxakara	 banxakara
 so - mEM	 so - mEM
 mIMca	 mIMca
 AwA - koI	 A - koI
 pahacAnUz	 pahacAna
 mIMja	 mIMja
 jazcI	 jazca
 CapegA	 Capa
 mEM - milI	 mEM - milA
 buJa - sI	 buJa - sI
 majIrA	 majIrA
 rahegA - para	 raha - para
 xeKUzgI - ki	 xeKa - ki
 pakadZAI	 pakadZAI
 CApeMge	 CApa
 Darake	 DarakA
 nahAUzgI	 nahA
 Dakelawe	 Dakela
 WI - rAmeSvara	 WA - rAmeSvara
 lapetA	 lapetA
 nahIM - koI	 nahIM - koI
 xIjie - yA	 xe - yA
 hE - cAhawA	 hE - cAha
 wodZawA	 wodZa
 PazsawA	 Pazsa
 hUz - lekina	 hE - lekina
 hE - sAzya - sAzya	 hE - sAzya - sAzya
 hogA - lekina	 ho - lekina
 cOMkAkara	 cOMkA
 liKAne	 liKA
 gaDZa	 gaDZa
 liKAnI	 liKA
 ginavAegA	 ginavA
 lajAUz	 lajA
 ruka - rukakara	 ruka - ruka
 bulAwe - majZA	 bulA - majZA
 GiGiyA	 GiGiyA
 adZAyA	 adZA
 sUzGane	 sUzGa
 Tokane - KIMcane	 Toka - KIMca
 ulaJAe	 ulaJA
 uTUzgA	 uTa
 BijavAye	 BijavA
 hogA - Ora	 ho - Ora
 xAgawA	 xAga
 kahAz - Arya	 kahAz - Arya
 kurexanA	 kurexa
 karuNa	 karuNa
 pukAroge	 pukAra
 gunawe	 gunawe
 kilakawI	 kilaka
 suJAe	 suJA
 apanAne	 apanA
 TiTure	 TiTura
 acakacA - sA	 acakacA - sA
 digakara	 diga
 biwAyA	 biwA
 cillAyA	 cillA
 ko - kOna	 ko - kOna
 hoMge - wumheM	 ho - wU
 lahareM	 lahara
 karUzgI - SeKara	 kara - SeKara
 lage - unakI	 lagA - vaha
 CodZzIgA	 CodZzIgA
 darawI - muJe	 dara - mEM
 sunI - eka - sAWa	 suna - eka - sAWa
 xeKA - sahasA	 xeKA - sahasA
 KojI	 KojI
 xeKI - CaH	 xeKa - CaH
 KaxedZa	 KaxedZa
 Aye - mEM	 A - mEM
 cupa - cApa	 cupa - cApa
 karawe - paDZAyI	 karawA - paDZA
 Jipa	 Jipa
 GolawI	 Gola
 hEM - paxArWa	 hE - paxArWa
 bAxa - SAyaxa	 bAxa - SAyaxa
 letawI	 leta
 cipatane	 cipata
 kahAz - kAraKAne	 kahAz - kAraKAnA
 Kelo - kUxo	 Kela - kUxa
 hE - Ora	 hE - Ora
 Jila	 Jila
 AzXI - sI	 AzXI - sI
 JalakegA	 Jalaka
 hE - svAsWya	 hE - svAsWya
 lOtUz - xera	 lOta - xera
 hEM - rone	 hE - ronA
 KadZaKadZAkara	 KadZaKadZA
 sUzGA	 sUzGa
 Batakoge	 Bataka
 bexAma	 bexAma
 cUsanA - Bara	 cUsanA - Bara
 mazgAe	 mazgA
 pahacanavA	 pahacanavA
 kAzpa - se	 kAzpa - se
 sadZakara	 sadZa
 tUtanevAle	 tUta
 JapakAwA	 JapakA
 kazpAkara	 kazpA
 ujZabaka	 ujZabaka
 KAyeMgI	 KA
 cukegI	 cuka
 karUz - kyA	 kara - kyA
 ulata - pulatakara	 ulata - pulatakara
 xeKA - samaJa	 xeKA - samaJa
 hE - aba	 hE - aba
 TUzsakara	 TUzsa
 sanasanAwI	 sanasanA
 huI - vaha	 ho - vaha
 pI - pIkara	 pI - pI
 hEM - pawwiyAz	 hE - pawwI
 xeKA - TIka	 xeKA - TIka
 xoharAyA	 xoharAyA
 PElAIM	 PElA
 sarvawra	 sarvawra
 KonA - yaha	 Ko - yaha
 ruzGe	 ruzGe
 xoruKA	 xoruKA
 xeKa - suna	 xeKa - suna
 wErawI	 wErawA
 catakAI	 catakA
 mAzja	 mAzja
 bigAdZA	 bigAdZa
 cipatAkara	 cipatA
 lagegA - nahIM	 laga - nahIM
 milegA - milegI	 mila - mila
 biTAwe	 biTA
 sAlawI	 sAla
 sAlawe	 sAla
 uBArawI	 uBAra
 WUkawe	 WUka
 uBArawe	 uBAra
 XaXakawI	 XaXaka
 XazsanA - hI - XazsanA	 Xazsa - hI - Xazsa
 mazja - mazjakara	 mazja - mazja
 XaXakawe	 XaXaka
 WaraWarAwe	 WaraWarA
 kahUz - mEM	 kahUz - mEM
 buxabuxAwI	 buxabuxA
 WaraWarAwI	 WaraWarA
 paDZUzgA	 paDZa
 hE - jama	 hE - jama
 tAzgane	 tAzga
 bAzXawI	 bAzXa
 ladZAegI	 ladZA
 cAtawA	 cAta
 Xakela	 Xakela
 KeleMge	 Kela
 oDZanA	 oDZanA
 huI - jaba	 ho - jaba
 xI - yahAz	 xe - yahAz
 howI - para	 ho - para
 nucavA	 nucavA
 BidZAwA	 BidZA
 GumAnA	 GumA
 apanAwe	 apanA
 mazdarAne	 mazdarA
 AyA - mahawwvapUrNa	 AyA - mahawwvapUrNa
 ragexawe	 ragexa
 apanAwI	 apanA
 gayA - kyoM	 jA - kyoM
 uwarAwe	 uwarA
 caleMge - yahAz	 cala - yahAz
 saXa	 saXa
 karie	 kara
 sazBAlUzgA	 sazBAla
 rOMxA	 rOMxA
 xabavA	 xabavA
 hogA - xo	 ho - xo
 cAhanA	 cAha
 PazsawI	 Pazsa
 lagA - yaxyapi	 lagA - yaxyapi
 CApanA	 CApa
 akadZane	 akadZa
 CapegI	 Capa
 lOtAUzgI	 lOtA
 kata - kata	 kata - kata
 We - bETA	 WA - bETA
 paDZavAI	 paDZavA
 grasa	 grasa
 nahIM - merI	 nahIM - merA
 DUzDA	 DUzDa
 Kilakara	 Kila
 hE - kisalie	 hE - kisalie
 pUCanI	 pUCa
 uzdelA	 uzdelA
 xeKawe - Ese	 xeKa - Ese
 ubala - ubala	 ubala - ubala
 uGAdZakara	 uGAdZa
 bahalAwe	 bahalA
 	
 lAweM	 lAwa
 pahanAUzgA	 pahanA
 baxala - baxala	 baxala - baxala
 TiTakawI	 TiTaka
 pahanAegA	 pahanA
 eka - maMjile	 eka - maMjilA
 pUja	 pUja
 lagA - waba	 lagA - waba
 suhAwA	 suhA
 AAge	 AAge
 BijavAIM	 BijavA
 huA - yA	 ho - yA
 hE - agara	 hE - agara
 hazsanA - KelanA	 hazsa - Kela
 gAez	 gA
 rukoge	 ruka
 hE - IrRyA	 hE - IrRyA
 takarAyI	 takarA
 hoie	 ho
 nApa - wOlakara	 nApa - wOla
 lage - Pira	 lagA - Pira
 hEM - AlocanA	 hE - AlocanA
 jutI	 jutA
 howI - wo	 ho - wo
 kiyA - usameM	 kara - vaha
 PUlawI - PalawI	 PUla - Pala
 howI - iwanI	 ho - iwanI
 jAnawA - para	 jAna - para
 mAzgawe - na	 mAzga - na
 Kote	 KotA
 kahalavAyA	 kahalavA
 pisawe	 pisa
 biTAegI	 biTA
 mareMgI	 mara
 GabarAyA - sA	 GabarAyA - sA
 bahAez	 bahA
 dareMge	 dara
 rahegA - Ajakala	 raha - Ajakala
 pilAegA	 pilA
 hogA - yA	 ho - yA
 hogA - yaha	 ho - yaha
 AUzgI - kalakawwe	 A - kalakawwe
  - uwArakara	 - uwAra
 lAie - unheM	 lA - vaha
 hE - kAraNa	 hE - kAraNa
 tikI	 tika
 naMgI	 naMgA
 socanI	 soca
 hE - mAno	 hE - mAno
 lagegI - liKa	 laga - liKa
 kaha - kahA	 kaha - kahA
 mawavAlA	 mawavAlA
 latakAwA	 latakA
 tahalegA	 tahala
 kahawI - bahuwa	 kaha - bahuwa
 Bara - pUra	 Bara - pUra
 letawA	 leta
 sunanevAlI	 suna
 sUzGe	 sUzGa
 hadZabadZA	 hadZabadZA
 sUzGo	 sUzGa
 tikAI	 tikA
 huI - muJe	 ho - mEM
 sarAhegA	 sarAha
 PatakArane	 PatakAra
 kIjie - vaha	 kara - vaha
 ladZI	 ladZa
 sImA - cuna	 sImA - cuna
 hogI - jiwanI	 ho - jiwanI
 nahAne - Xone	 nahA - Xo
 Xap - se	 Xap - se
 xiKAyA - sarasvawI	 xiKA - sarasvawI
 dulA	 dulA
 buJawe	 buJa
 uDZAye	 uDZA
 pakAie	 pakA
 XulAwI	 XulA
 akadZanA	 akadZa
 nahIM - Ese	 nahIM - Ese
 lapakanA	 lapaka
 hE - ApakA	 hE - Apa
 pagurAnA	 pagurA
 pucArA	 pucArA
 lagA - kaBI	 lagA - kaBI
 cAhawI - nahIM	 cAha - nahIM
 wira	 wira
 raheMge - vahAz	 raha - vahAz
 koye	 koyA
 kiyA - mEMne	 kara - mEM
 ginawe	 gina
 XamakAyA	 XamakA
 bAzsa	 bAzsa
 cukawI	 cuka
 suhAe	 suhA
 simatawI - sI	 simata - sI
 BaBakakara	 BaBaka
 hEM - merI	 hE - merA
 liKanA - mEM	 liKa - mEM
 milA - jaMgala	 milA - jaMgala
 hEM - mere	 hE - merA
 ladZaKadZAyA	 ladZaKadZA
 palatane	 palata
 bawAUzgI	 bawA
 catakArawe	 catakAra
 lUz - mqwyu	 le - mqwyu
 lawAdZa	 lawAdZa
 BAzvareM	 BAzvara
 tokawe	 toka
 hoo	 ho
 Cile	 Cila
 bawAye - kaba	 bawA - kaba
 padZI - wuma	 padZA - wU
 xiKAo - isakA	 xiKA - yaha
 xuhegI	 xuha
 banawI - kyoMki	 bana - kyoMki
 hoe	 ho
 sazvArA	 sazvAra
 hE - pixxI - sI	 hE - pixxI - sI
 soUzgI	 so
 maDZane	 maDZa
 KadZakane	 KadZaka
 xIjie - jZarA	 xe - jZarA
 uwarAwA	 uwarA
 Keloge	 Kela
 hogI - Pira	 ho - Pira
 cataka	 cataka
 TaharegI	 Tahara
 atake	 atakA
 rakKegA	 rakKa
 sIKe	 sIKA
 kare - jo	 kara - jo
 hUz - jo	 hE - jo
 rahe - pICe	 raha - pICe
 muJa	 mEM
 hUz - hAz	 hE - hAz
 sarakawA	 saraka
 hE - kOra	 hE - kOra
 PuzPakArawA	 PuzPakArawA
 hUSa	 hUSa
 adZAnA	 adZA
 padZi	 padZi
 liKA - ki	 liKA - ki
 bacawe - se	 baca - se
 anaxeKawI	 anaxeKawI
 TukarAwA	 TukarA
 sunanevAlA	 suna
 xubakI	 xubaka
 BulAnA	 BulA
 CApane	 CApa
 ubarane	 ubara
 ukasAkara	 ukasA
 baDZAyIM	 baDZA
 xiKAyA - bawAyA	 xiKA - bawA
 cU	 cU
 milAezge	 milA
 gayA - vahIM	 jA - vahIM
 WI - bAweM	 WA - bAwa
 bUzxa - bUzxa	 bUzxa - bUzxa
 jAwA - isIlie	 jA - isIlie
 JulasawA	 Julasa
 naMgA	 naMgA
 jagaha - samaJa	 jagaha - samaJa
 gayI - sI	 jA - sI
 TAne	 TAna
 kahalAo	 kahalA
 WI - uwane - uwane	 WA - uwanA - uwanA
 Bigo	 Bigo
 hUz - Ora	 hE - Ora
 Wapakane	 Wapaka
 calA - hAz	 calA - hAz
 CInUz	 CIna
 tAzgakara	 tAzga
 howA - vaha	 howA - vaha
 PAzko	 PAzka
 bolUzgI - para	 bola - para
 se - isalie	 se - isalie
 pilAUzgI	 pilA
 nIcawA - kara	 nIcawA - kara
 DUzDe	 DUzDa
 gujZarI	 gujZarA
 acakacA	 acakacA
 hatAie	 hatA
 hE - wejZa	 hE - wejZa
 tAzganA	 tAzga
 nAzGawA	 nAzGawA
 JaMJodZa	 JaMJodZa
 ladZaKadZAkara	 ladZaKadZA
 cilaka	 cilaka
 honA - mere	 ho - merA
 katakatA	 katakatA
 ladZegA	 ladZa
 Buvana - muJase	 Buvana - muJasA
 baKAnA	 baKAna
 WA - ki	 WA - ki
 sulaJe	 sulaJA
 bazta	 bazta
 girAwe	 girA
 cIKawA	 cIKa
 sametanA	 sameta
 WI - aSlIlawA	 WA - aSlIlawA
 hE - ise	 hE - yaha
 pose	 posa
 alasAye	 alasAyA
 xuharAnA	 xuharA
 XAݡA	 XA
 katavAnA	 katavA
 mitAwI	 mitA
 mazgAnA	 mazgA
 razgI	 razga
 jAnUzgI	 jAna
 karane - Ora	 kara - Ora
 cunegA	 cuna
 hE - prakqwi	 hE - prakqwi
 ruka - ruka	 ruka - ruka
 WapaWapAwA	 WapaWapA
 kuDZa	 kuDZa
 naIM	 naIM
 howA - vahAz	 howA - vahAz
 bologI	 bola
 ukawAI	 ukawAI
 meM - xeKane	 meM - xeKa
 azXerA	 azXerA
 tunatunAwI	 tunatunAwI
 BogawI	 Boga
 DUzDawI	 DUzDa
 hoMge - Ora	 ho - Ora
 mAnegI - Ora	 mAna - Ora
 xuhUzgI	 xuha
 BI - aba	 BI - aba
 WA - kyoMki	 WA - kyoMki
 xIKeM	 xIKeM
 soegA	 so
 Xoez	 Xo
 bawAyA - apane	 bawA - apanA
 BIMcakara	 BIMca
 pUCanevAle	 pUCa
 buJawA	 buJa
 tahaleMge	 tahala
 ragadZawe - ragadZawe	 ragadZa - ragadZa
 kilakArawe	 kilakAra
 akadZI	 akadZA
 kilakArawI	 kilakAra
 TelawI	 Tela
 KiMcakara	 KiMca
 AwI - A	 A - A
 pAwI - mEMne	 pAwI - mEM
 Dalawe	 Dala
 karUzgI - jo	 kara - jo
 BUla - Batakakara	 BUla - Bataka
 DalawI	 Dala
 mudZawI	 mudZa
 Uba - Ubakara	 Uba - Uba
 BAzpakara	 BAzpa
 KIMcanevAle	 KIMca
 tazgI	 tazga
 tazge	 tazga
 Tukawe - pitawe	 Tuka - pita
 WakA	 WakA
 hE - mEMne	 hE - mEM
 xiye - xiye	 xe - xe
 milI - vaha	 milA - vaha
 Gisata	 Gisata
 hE - usa	 hE - vaha
 liKo - yA	 liKa - yA
 sisakawA	 sisakawA
 calAegA	 calA
 mudZI	 mudZA
 nikAleMge	 nikAla
 kala - aba	 kala - aba
 upajAne	 upajA
 nihArawA	 nihAra
 sazvArI	 sazvAra
 cUme	 cUma
 panA	 panA
 wanika - sA	 wanika - sA
 xilAyI	 xilA
 haWiyA	 haWiyA
 kicakicAwI	 kicakicA
 nAca - raMga	 nAca - raMga
 milegI - yaxyapi	 mila - yaxyapi
 Aie - Ora	 A - Ora
 hE - kAraKAne	 hE - kAraKAnA
 DonevAlA	 Do
 mAnegA - agara	 mAna - agara
 milI - kyoM	 milA - kyoM
 GabarAo	 GabarA
 BAgUzgA	 BAga
 JukawI	 Juka
 AyA - usa	 AyA - vaha
 garajane	 garaja
 sakawe - para	 sakawA - para
 KUzxane	 KUzxane
 cOMkAe	 cOMkA
 socA - Ora	 socA - Ora
 jAnUzgA	 jAna
 hEM - xeKo	 hE - xeKo
 bawAyA - yA	 bawA - yA
 tUWa - braSa	 tUWa - braSa
 guxaguxAwA	 guxaguxA
 pasAra	 pasAra
 WApa - WApakara	 WApa - WApa
 manAkara	 manA
 varagZalAnA	 varagZalAnA
 pitanA	 pitanA
 WA - kiwanA	 WA - kiwanA
 sulaJA	 sulaJA
 CAztawA	 CAzta
 bacAegA	 bacA
 mAzjawI	 mAzja
 xIKA - kuCa	 xIKA - kuCa
 pawiyAwA	 pawiyA
 mAzgoge	 mAzga
 hE - kyoMki	 hE - kyoMki
 meM - kahane	 meM - kahanA
 batAkara	 batA
 hazsAwe - hazsAwe	 hazsA - hazsA
